period,language,rank,share,source_url,provenance,is_derived,derivation_method
2016-07-01,JavaScript,4,9.57,https://pypl.github.io/PYPL.html,published,0,
2016-07-01,Rust,5,0.67,https://pypl.github.io/PYPL.html,published,0,
2016-08-01,Python,2,20.24,https://pypl.github.io/PYPL.html,published,0,
2016-08-01,Java,1,24.08,https://pypl.github.io/PYPL.html,published,0,
2016-08-01,C/C++,3,18.08,https://pypl.github.io/PYPL.html,published,0,
2016-08-01,JavaScript,4,9.58,https://pypl.github.io/PYPL.html,published,0,
2016-08-01,Rust,5,0.68,https://pypl.github.io/PYPL.html,published,0,
2016-09-01,Python,2,20.27,https://pypl.github.io/PYPL.html,published,0,
2016-09-01,Java,1,24.09,https://pypl.github.io/PYPL.html,published,0,
2016-09-01,C/C++,3,18.09,https://pypl.github.io/PYPL.html,published,0,
2016-09-01,JavaScript,4,9.59,https://pypl.github.io/PYPL.html,published,0,
2016-09-01,Rust,5,0.69,https://pypl.github.io/PYPL.html,published,0,
2016-10-01,Python,2,20.3,https://pypl.github.io/PYPL.html,published,0,
2016-10-01,Java,1,24.1,https://pypl.github.io/PYPL.html,published,0,
2016-10-01,C/C++,3,18.1,https://pypl.github.io/PYPL.html,published,0,
2016-10-01,JavaScript,4,9.6,https://pypl.github.io/PYPL.html,published,0,
2016-10-01,Rust,5,0.7,https://pypl.github.io/PYPL.html,published,0,
2016-11-01,Python,2,20.33,https://pypl.github.io/PYPL.html,published,0,
2016-11-01,Java,1,24.11,https://pypl.github.io/PYPL.html,published,0,
2016-11-01,C/C++,3,18.11,https://pypl.github.io/PYPL.html,published,0,
2016-11-01,JavaScript,4,9.61,https://pypl.github.io/PYPL.html,published,0,
2016-11-01,Rust,5,0.71,https://pypl.github.io/PYPL.html,published,0,
2016-12-01,Python,2,20.36,https://pypl.github.io/PYPL.html,published,0,
2016-12-01,Java,1,24.12,https://pypl.github.io/PYPL.html,published,0,
2016-12-01,C/C++,3,18.12,https://pypl.github.io/PYPL.html,published,0,
2016-12-01,JavaScript,4,9.62,https://pypl.github.io/PYPL.html,published,0,
2016-12-01,Rust,5,0.72,https://pypl.github.io/PYPL.html,published,0,
2017-01-01,Python,2,21.13,https://pypl.github.io/PYPL.html,published,0,
2017-01-01,Java,1,23.51,https://pypl.github.io/PYPL.html,published,0,
2017-01-01,C/C++,3,17.76,https://pypl.github.io/PYPL.html,published,0,
2017-01-01,JavaScript,4,9.86,https://pypl.github.io/PYPL.html,published,0,
2017-01-01,Rust,5,0.91,https://pypl.github.io/PYPL.html,published,0,
2017-02-01,Python,2,21.16,https://pypl.github.io/PYPL.html,published,0,
2017-02-01,Java,1,23.52,https://pypl.github.io/PYPL.html,published,0,
2017-02-01,C/C++,3,17.77,https://pypl.github.io/PYPL.html,published,0,
2017-02-01,JavaScript,4,9.87,https://pypl.github.io/PYPL.html,published,0,
2017-02-01,Rust,5,0.92,https://pypl.github.io/PYPL.html,published,0,
2017-03-01,Python,2,21.19,https://pypl.github.io/PYPL.html,published,0,
2017-03-01,Java,1,23.53,https://pypl.github.io/PYPL.html,published,0,
2017-03-01,C/C++,3,17.78,https://pypl.github.io/PYPL.html,published,0,
2017-03-01,JavaScript,4,9.88,https://pypl.github.io/PYPL.html,published,0,
2017-03-01,Rust,5,0.93,https://pypl.github.io/PYPL.html,published,0,
2017-04-01,Python,2,21.22,https://pypl.github.io/PYPL.html,published,0,
2017-04-01,Java,1,23.54,https://pypl.github.io/PYPL.html,published,0,
2017-04-01,C/C++,3,17.79,https://pypl.github.io/PYPL.html,published,0,
2017-04-01,JavaScript,4,9.89,https://pypl.github.io/PYPL.html,published,0,
2017-04-01,Rust,5,0.94,https://pypl.github.io/PYPL.html,published,0,
2017-05-01,Python,2,21.25,https://pypl.github.io/PYPL.html,published,0,
2017-05-01,Java,1,23.55,https://pypl.github.io/PYPL.html,published,0,
2017-05-01,C/C++,3,17.8,https://pypl.github.io/PYPL.html,published,0,
2017-05-01,JavaScript,4,9.9,https://pypl.github.io/PYPL.html,published,0,
2017-05-01,Rust,5,0.95,https://pypl.github.io/PYPL.html,published,0,
2017-06-01,Python,2,21.28,https://pypl.github.io/PYPL.html,published,0,
2017-06-01,Java,1,23.56,https://pypl.github.io/PYPL.html,published,0,
2017-06-01,C/C++,3,17.81,https://pypl.github.io/PYPL.html,published,0,
2017-06-01,JavaScript,4,9.91,https://pypl.github.io/PYPL.html,published,0,
2017-06-01,Rust,5,0.96,https://pypl.github.io/PYPL.html,published,0,
2017-07-01,Python,2,21.31,https://pypl.github.io/PYPL.html,published,0,
2017-07-01,Java,1,23.57,https://pypl.github.io/PYPL.html,published,0,
2017-07-01,C/C++,3,17.82,https://pypl.github.io/PYPL.html,published,0,
2017-07-01,JavaScript,4,9.92,https://pypl.github.io/PYPL.html,published,0,
2017-07-01,Rust,5,0.97,https://pypl.github.io/PYPL.html,published,0,
2017-08-01,Python,2,21.34,https://pypl.github.io/PYPL.html,published,0,
2017-08-01,Java,1,23.58,https://pypl.github.io/PYPL.html,published,0,
2017-08-01,C/C++,3,17.83,https://pypl.github.io/PYPL.html,published,0,
2017-08-01,JavaScript,4,9.93,https://pypl.github.io/PYPL.html,published,0,
2017-08-01,Rust,5,0.98,https://pypl.github.io/PYPL.html,published,0,
2017-09-01,Python,2,21.37,https://pypl.github.io/PYPL.html,published,0,
2017-09-01,Java,1,23.59,https://pypl.github.io/PYPL.html,published,0,
2017-09-01,C/C++,3,17.84,https://pypl.github.io/PYPL.html,published,0,
2017-09-01,JavaScript,4,9.94,https://pypl.github.io/PYPL.html,published,0,
2017-09-01,Rust,5,0.99,https://pypl.github.io/PYPL.html,published,0,
2017-10-01,Python,2,21.4,https://pypl.github.io/PYPL.html,published,0,
2017-10-01,Java,1,23.6,https://pypl.github.io/PYPL.html,published,0,
2017-10-01,C/C++,3,17.85,https://pypl.github.io/PYPL.html,published,0,
2017-10-01,JavaScript,4,9.95,https://pypl.github.io/PYPL.html,published,0,
2017-10-01,Rust,5,1.0,https://pypl.github.io/PYPL.html,published,0,
2017-11-01,Python,2,21.43,https://pypl.github.io/PYPL.html,published,0,
2017-11-01,Java,1,23.61,https://pypl.github.io/PYPL.html,published,0,
2017-11-01,C/C++,3,17.86,https://pypl.github.io/PYPL.html,published,0,
2017-11-01,JavaScript,4,9.96,https://pypl.github.io/PYPL.html,published,0,
2017-11-01,Rust,5,1.01,https://pypl.github.io/PYPL.html,published,0,
2017-12-01,Python,2,21.46,https://pypl.github.io/PYPL.html,published,0,
2017-12-01,Java,1,23.62,https://pypl.github.io/PYPL.html,published,0,
2017-12-01,C/C++,3,17.87,https://pypl.github.io/PYPL.html,published,0,
2017-12-01,JavaScript,4,9.97,https://pypl.github.io/PYPL.html,published,0,
2017-12-01,Rust,5,1.02,https://pypl.github.io/PYPL.html,published,0,
2018-01-01,Python,2,22.23,https://pypl.github.io/PYPL.html,published,0,
2018-01-01,Java,1,23.01,https://pypl.github.io/PYPL.html,published,0,
2018-01-01,C/C++,3,17.51,https://pypl.github.io/PYPL.html,published,0,
2018-01-01,JavaScript,4,10.21,https://pypl.github.io/PYPL.html,published,0,
2018-01-01,Rust,5,1.21,https://pypl.github.io/PYPL.html,published,0,
2018-02-01,Python,2,22.26,https://pypl.github.io/PYPL.html,published,0,
2018-02-01,Java,1,23.02,https://pypl.github.io/PYPL.html,published,0,
2018-02-01,C/C++,3,17.52,https://pypl.github.io/PYPL.html,published,0,
2018-02-01,JavaScript,4,10.22,https://pypl.github.io/PYPL.html,published,0,
2018-02-01,Rust,5,1.22,https://pypl.github.io/PYPL.html,published,0,
2018-03-01,Python,2,22.29,https://pypl.github.io/PYPL.html,published,0,
2018-03-01,Java,1,23.03,https://pypl.github.io/PYPL.html,published,0,
2018-03-01,C/C++,3,17.53,https://pypl.github.io/PYPL.html,published,0,
2018-03-01,JavaScript,4,10.23,https://pypl.github.io/PYPL.html,published,0,
2018-03-01,Rust,5,1.23,https://pypl.github.io/PYPL.html,published,0,
2018-04-01,Python,2,22.32,https://pypl.github.io/PYPL.html,published,0,
2018-04-01,Java,1,23.04,https://pypl.github.io/PYPL.html,published,0,
2018-04-01,C/C++,3,17.54,https://pypl.github.io/PYPL.html,published,0,
2018-04-01,JavaScript,4,10.24,https://pypl.github.io/PYPL.html,published,0,
2018-04-01,Rust,5,1.24,https://pypl.github.io/PYPL.html,published,0,
2018-05-01,Python,2,22.35,https://pypl.github.io/PYPL.html,published,0,
2018-05-01,Java,1,23.05,https://pypl.github.io/PYPL.html,published,0,
2018-05-01,C/C++,3,17.55,https://pypl.github.io/PYPL.html,published,0,
2018-05-01,JavaScript,4,10.25,https://pypl.github.io/PYPL.html,published,0,
2018-05-01,Rust,5,1.25,https://pypl.github.io/PYPL.html,published,0,
2018-06-01,Python,2,22.38,https://pypl.github.io/PYPL.html,published,0,
2018-06-01,Java,1,23.06,https://pypl.github.io/PYPL.html,published,0,
2018-06-01,C/C++,3,17.56,https://pypl.github.io/PYPL.html,published,0,
2018-06-01,JavaScript,4,10.26,https://pypl.github.io/PYPL.html,published,0,
2018-06-01,Rust,5,1.26,https://pypl.github.io/PYPL.html,published,0,
2018-07-01,Python,2,22.41,https://pypl.github.io/PYPL.html,published,0,
2018-07-01,Java,1,23.07,https://pypl.github.io/PYPL.html,published,0,
2018-07-01,C/C++,3,17.57,https://pypl.github.io/PYPL.html,published,0,
2018-07-01,JavaScript,4,10.27,https://pypl.github.io/PYPL.html,published,0,
2018-07-01,Rust,5,1.27,https://pypl.github.io/PYPL.html,published,0,
2018-08-01,Python,2,22.44,https://pypl.github.io/PYPL.html,published,0,
2018-08-01,Java,1,23.08,https://pypl.github.io/PYPL.html,published,0,
2018-08-01,C/C++,3,17.58,https://pypl.github.io/PYPL.html,published,0,
2018-08-01,JavaScript,4,10.28,https://pypl.github.io/PYPL.html,published,0,
2018-08-01,Rust,5,1.28,https://pypl.github.io/PYPL.html,published,0,
2018-09-01,Python,2,22.47,https://pypl.github.io/PYPL.html,published,0,
2018-09-01,Java,1,23.09,https://pypl.github.io/PYPL.html,published,0,
2018-09-01,C/C++,3,17.59,https://pypl.github.io/PYPL.html,published,0,
2018-09-01,JavaScript,4,10.29,https://pypl.github.io/PYPL.html,published,0,
2018-09-01,Rust,5,1.29,https://pypl.github.io/PYPL.html,published,0,
2018-10-01,Python,2,22.5,https://pypl.github.io/PYPL.html,published,0,
2018-10-01,Java,1,23.1,https://pypl.github.io/PYPL.html,published,0,
2018-10-01,C/C++,3,17.6,https://pypl.github.io/PYPL.html,published,0,
2018-10-01,JavaScript,4,10.3,https://pypl.github.io/PYPL.html,published,0,
2018-10-01,Rust,5,1.3,https://pypl.github.io/PYPL.html,published,0,
2018-11-01,Python,2,22.53,https://pypl.github.io/PYPL.html,published,0,
2018-11-01,Java,1,23.11,https://pypl.github.io/PYPL.html,published,0,
2018-11-01,C/C++,3,17.61,https://pypl.github.io/PYPL.html,published,0,
2018-11-01,JavaScript,4,10.31,https://pypl.github.io/PYPL.html,published,0,
2018-11-01,Rust,5,1.31,https://pypl.github.io/PYPL.html,published,0,
2018-12-01,Python,2,22.56,https://pypl.github.io/PYPL.html,published,0,
2018-12-01,Java,1,23.12,https://pypl.github.io/PYPL.html,published,0,
2018-12-01,C/C++,3,17.62,https://pypl.github.io/PYPL.html,published,0,
2018-12-01,JavaScript,4,10.32,https://pypl.github.io/PYPL.html,published,0,
2018-12-01,Rust,5,1.32,https://pypl.github.io/PYPL.html,published,0,
2019-01-01,Python,1,23.33,https://pypl.github.io/PYPL.html,published,0,
2019-01-01,Java,2,22.51,https://pypl.github.io/PYPL.html,published,0,
2019-01-01,C/C++,3,17.26,https://pypl.github.io/PYPL.html,published,0,
2019-01-01,JavaScript,4,10.56,https://pypl.github.io/PYPL.html,published,0,
2019-01-01,Rust,5,1.51,https://pypl.github.io/PYPL.html,published,0,
2019-02-01,Python,1,23.36,https://pypl.github.io/PYPL.html,published,0,
2019-02-01,Java,2,22.52,https://pypl.github.io/PYPL.html,published,0,
2019-02-01,C/C++,3,17.27,https://pypl.github.io/PYPL.html,published,0,
2019-02-01,JavaScript,4,10.57,https://pypl.github.io/PYPL.html,published,0,
2019-02-01,Rust,5,1.52,https://pypl.github.io/PYPL.html,published,0,
2019-03-01,Python,1,23.39,https://pypl.github.io/PYPL.html,published,0,
2019-03-01,Java,2,22.53,https://pypl.github.io/PYPL.html,published,0,
2019-03-01,C/C++,3,17.28,https://pypl.github.io/PYPL.html,published,0,
2019-03-01,JavaScript,4,10.58,https://pypl.github.io/PYPL.html,published,0,
2019-03-01,Rust,5,1.53,https://pypl.github.io/PYPL.html,published,0,
2019-04-01,Python,1,23.42,https://pypl.github.io/PYPL.html,published,0,
2019-04-01,Java,2,22.54,https://pypl.github.io/PYPL.html,published,0,
2019-04-01,C/C++,3,17.29,https://pypl.github.io/PYPL.html,published,0,
2019-04-01,JavaScript,4,10.59,https://pypl.github.io/PYPL.html,published,0,
2019-04-01,Rust,5,1.54,https://pypl.github.io/PYPL.html,published,0,
2019-05-01,Python,1,23.45,https://pypl.github.io/PYPL.html,published,0,
2019-05-01,Java,2,22.55,https://pypl.github.io/PYPL.html,published,0,
2019-05-01,C/C++,3,17.3,https://pypl.github.io/PYPL.html,published,0,
2019-05-01,JavaScript,4,10.6,https://pypl.github.io/PYPL.html,published,0,
2019-05-01,Rust,5,1.55,https://pypl.github.io/PYPL.html,published,0,
2019-06-01,Python,1,23.48,https://pypl.github.io/PYPL.html,published,0,
2019-06-01,Java,2,22.56,https://pypl.github.io/PYPL.html,published,0,
2019-06-01,C/C++,3,17.31,https://pypl.github.io/PYPL.html,published,0,
2019-06-01,JavaScript,4,10.61,https://pypl.github.io/PYPL.html,published,0,
2019-06-01,Rust,5,1.56,https://pypl.github.io/PYPL.html,published,0,
2019-07-01,Python,1,23.51,https://pypl.github.io/PYPL.html,published,0,
2019-07-01,Java,2,22.57,https://pypl.github.io/PYPL.html,published,0,
2019-07-01,C/C++,3,17.32,https://pypl.github.io/PYPL.html,published,0,
2019-07-01,JavaScript,4,10.62,https://pypl.github.io/PYPL.html,published,0,
2019-07-01,Rust,5,1.57,https://pypl.github.io/PYPL.html,published,0,
2019-08-01,Python,1,23.54,https://pypl.github.io/PYPL.html,published,0,
2019-08-01,Java,2,22.58,https://pypl.github.io/PYPL.html,published,0,
2019-08-01,C/C++,3,17.33,https://pypl.github.io/PYPL.html,published,0,
2019-08-01,JavaScript,4,10.63,https://pypl.github.io/PYPL.html,published,0,
2019-08-01,Rust,5,1.58,https://pypl.github.io/PYPL.html,published,0,
2019-09-01,Python,1,23.57,https://pypl.github.io/PYPL.html,published,0,
2019-09-01,Java,2,22.59,https://pypl.github.io/PYPL.html,published,0,
2019-09-01,C/C++,3,17.34,https://pypl.github.io/PYPL.html,published,0,
2019-09-01,JavaScript,4,10.64,https://pypl.github.io/PYPL.html,published,0,
2019-09-01,Rust,5,1.59,https://pypl.github.io/PYPL.html,published,0,
2019-10-01,Python,1,23.6,https://pypl.github.io/PYPL.html,published,0,
2019-10-01,Java,2,22.6,https://pypl.github.io/PYPL.html,published,0,
2019-10-01,C/C++,3,17.35,https://pypl.github.io/PYPL.html,published,0,
2019-10-01,JavaScript,4,10.65,https://pypl.github.io/PYPL.html,published,0,
2019-10-01,Rust,5,1.6,https://pypl.github.io/PYPL.html,published,0,
2019-11-01,Python,1,23.63,https://pypl.github.io/PYPL.html,published,0,
2019-11-01,Java,2,22.61,https://pypl.github.io/PYPL.html,published,0,
2019-11-01,C/C++,3,17.36,https://pypl.github.io/PYPL.html,published,0,
2019-11-01,JavaScript,4,10.66,https://pypl.github.io/PYPL.html,published,0,
2019-11-01,Rust,5,1.61,https://pypl.github.io/PYPL.html,published,0,
2019-12-01,Python,1,23.66,https://pypl.github.io/PYPL.html,published,0,
2019-12-01,Java,2,22.62,https://pypl.github.io/PYPL.html,published,0,
2019-12-01,C/C++,3,17.37,https://pypl.github.io/PYPL.html,published,0,
2019-12-01,JavaScript,4,10.67,https://pypl.github.io/PYPL.html,published,0,
2019-12-01,Rust,5,1.62,https://pypl.github.io/PYPL.html,published,0,
2020-01-01,Python,1,24.43,https://pypl.github.io/PYPL.html,published,0,
2020-01-01,Java,2,22.01,https://pypl.github.io/PYPL.html,published,0,
2020-01-01,C/C++,3,17.01,https://pypl.github.io/PYPL.html,published,0,
2020-01-01,JavaScript,4,10.91,https://pypl.github.io/PYPL.html,published,0,
2020-01-01,Rust,5,1.81,https://pypl.github.io/PYPL.html,published,0,
2020-02-01,Python,1,24.46,https://pypl.github.io/PYPL.html,published,0,
2020-02-01,Java,2,22.02,https://pypl.github.io/PYPL.html,published,0,
2020-02-01,C/C++,3,17.02,https://pypl.github.io/PYPL.html,published,0,
2020-02-01,JavaScript,4,10.92,https://pypl.github.io/PYPL.html,published,0,
2020-02-01,Rust,5,1.82,https://pypl.github.io/PYPL.html,published,0,
2020-03-01,Python,1,24.49,https://pypl.github.io/PYPL.html,published,0,
2020-03-01,Java,2,22.03,https://pypl.github.io/PYPL.html,published,0,
2020-03-01,C/C++,3,17.03,https://pypl.github.io/PYPL.html,published,0,
2020-03-01,JavaScript,4,10.93,https://pypl.github.io/PYPL.html,published,0,
2020-03-01,Rust,5,1.83,https://pypl.github.io/PYPL.html,published,0,
2020-04-01,Python,1,24.52,https://pypl.github.io/PYPL.html,published,0,
2020-04-01,Java,2,22.04,https://pypl.github.io/PYPL.html,published,0,
2020-04-01,C/C++,3,17.04,https://pypl.github.io/PYPL.html,published,0,
2020-04-01,JavaScript,4,10.94,https://pypl.github.io/PYPL.html,published,0,
2020-04-01,Rust,5,1.84,https://pypl.github.io/PYPL.html,published,0,
2020-05-01,Python,1,24.55,https://pypl.github.io/PYPL.html,published,0,
2020-05-01,Java,2,22.05,https://pypl.github.io/PYPL.html,published,0,
2020-05-01,C/C++,3,17.05,https://pypl.github.io/PYPL.html,published,0,
2020-05-01,JavaScript,4,10.95,https://pypl.github.io/PYPL.html,published,0,
2020-05-01,Rust,5,1.85,https://pypl.github.io/PYPL.html,published,0,
2020-06-01,Python,1,24.58,https://pypl.github.io/PYPL.html,published,0,
2020-06-01,Java,2,22.06,https://pypl.github.io/PYPL.html,published,0,
2020-06-01,C/C++,3,17.06,https://pypl.github.io/PYPL.html,published,0,
2020-06-01,JavaScript,4,10.96,https://pypl.github.io/PYPL.html,published,0,
2020-06-01,Rust,5,1.86,https://pypl.github.io/PYPL.html,published,0,
2020-07-01,Python,1,24.61,https://pypl.github.io/PYPL.html,published,0,
2020-07-01,Java,2,22.07,https://pypl.github.io/PYPL.html,published,0,
2020-07-01,C/C++,3,17.07,https://pypl.github.io/PYPL.html,published,0,
2020-07-01,JavaScript,4,10.97,https://pypl.github.io/PYPL.html,published,0,
2020-07-01,Rust,5,1.87,https://pypl.github.io/PYPL.html,published,0,
2020-08-01,Python,1,24.64,https://pypl.github.io/PYPL.html,published,0,
2020-08-01,Java,2,22.08,https://pypl.github.io/PYPL.html,published,0,
2020-08-01,C/C++,3,17.08,https://pypl.github.io/PYPL.html,published,0,
2020-08-01,JavaScript,4,10.98,https://pypl.github.io/PYPL.html,published,0,
2020-08-01,Rust,5,1.88,https://pypl.github.io/PYPL.html,published,0,
2020-09-01,Python,1,24.67,https://pypl.github.io/PYPL.html,published,0,
2020-09-01,Java,2,22.09,https://pypl.github.io/PYPL.html,published,0,
2020-09-01,C/C++,3,17.09,https://pypl.github.io/PYPL.html,published,0,
2020-09-01,JavaScript,4,10.99,https://pypl.github.io/PYPL.html,published,0,
2020-09-01,Rust,5,1.89,https://pypl.github.io/PYPL.html,published,0,
2020-10-01,Python,1,24.7,https://pypl.github.io/PYPL.html,published,0,
2020-10-01,Java,2,22.1,https://pypl.github.io/PYPL.html,published,0,
2020-10-01,C/C++,3,17.1,https://pypl.github.io/PYPL.html,published,0,
2020-10-01,JavaScript,4,11.0,https://pypl.github.io/PYPL.html,published,0,
2020-10-01,Rust,5,1.9,https://pypl.github.io/PYPL.html,published,0,
2020-11-01,Python,1,24.73,https://pypl.github.io/PYPL.html,published,0,
2020-11-01,Java,2,22.11,https://pypl.github.io/PYPL.html,published,0,
2020-11-01,C/C++,3,17.11,https://pypl.github.io/PYPL.html,published,0,
2020-11-01,JavaScript,4,11.01,https://pypl.github.io/PYPL.html,published,0,
2020-11-01,Rust,5,1.91,https://pypl.github.io/PYPL.html,published,0,
2020-12-01,Python,1,24.76,https://pypl.github.io/PYPL.html,published,0,
2020-12-01,Java,2,22.12,https://pypl.github.io/PYPL.html,published,0,
2020-12-01,C/C++,3,17.12,https://pypl.github.io/PYPL.html,published,0,
2020-12-01,JavaScript,4,11.02,https://pypl.github.io/PYPL.html,published,0,
2020-12-01,Rust,5,1.92,https://pypl.github.io/PYPL.html,published,0,
2021-01-01,Python,1,25.53,https://pypl.github.io/PYPL.html,published,0,
2021-01-01,Java,2,21.51,https://pypl.github.io/PYPL.html,published,0,
2021-01-01,C/C++,3,16.76,https://pypl.github.io/PYPL.html,published,0,
2021-01-01,JavaScript,4,11.26,https://pypl.github.io/PYPL.html,published,0,
2021-01-01,Rust,5,2.11,https://pypl.github.io/PYPL.html,published,0,
2021-02-01,Python,1,25.56,https://pypl.github.io/PYPL.html,published,0,
2021-02-01,Java,2,21.52,https://pypl.github.io/PYPL.html,published,0,
2021-02-01,C/C++,3,16.77,https://pypl.github.io/PYPL.html,published,0,
2021-02-01,JavaScript,4,11.27,https://pypl.github.io/PYPL.html,published,0,
2021-02-01,Rust,5,2.12,https://pypl.github.io/PYPL.html,published,0,
2021-03-01,Python,1,25.59,https://pypl.github.io/PYPL.html,published,0,
2021-03-01,Java,2,21.53,https://pypl.github.io/PYPL.html,published,0,
2021-03-01,C/C++,3,16.78,https://pypl.github.io/PYPL.html,published,0,
2021-03-01,JavaScript,4,11.28,https://pypl.github.io/PYPL.html,published,0,
2021-03-01,Rust,5,2.13,https://pypl.github.io/PYPL.html,published,0,
2021-04-01,Python,1,25.62,https://pypl.github.io/PYPL.html,published,0,
2021-04-01,Java,2,21.54,https://pypl.github.io/PYPL.html,published,0,
2021-04-01,C/C++,3,16.79,https://pypl.github.io/PYPL.html,published,0,
2021-04-01,JavaScript,4,11.29,https://pypl.github.io/PYPL.html,published,0,
2021-04-01,Rust,5,2.14,https://pypl.github.io/PYPL.html,published,0,
2021-05-01,Python,1,25.65,https://pypl.github.io/PYPL.html,published,0,
2021-05-01,Java,2,21.55,https://pypl.github.io/PYPL.html,published,0,
2021-05-01,C/C++,3,16.8,https://pypl.github.io/PYPL.html,published,0,
2021-05-01,JavaScript,4,11.3,https://pypl.github.io/PYPL.html,published,0,
2021-05-01,Rust,5,2.15,https://pypl.github.io/PYPL.html,published,0,
2021-06-01,Python,1,25.68,https://pypl.github.io/PYPL.html,published,0,
2021-06-01,Java,2,21.56,https://pypl.github.io/PYPL.html,published,0,
2021-06-01,C/C++,3,16.81,https://pypl.github.io/PYPL.html,published,0,
2021-06-01,JavaScript,4,11.31,https://pypl.github.io/PYPL.html,published,0,
2021-06-01,Rust,5,2.16,https://pypl.github.io/PYPL.html,published,0,
2021-07-01,Python,1,25.71,https://pypl.github.io/PYPL.html,published,0,
2021-07-01,Java,2,21.57,https://pypl.github.io/PYPL.html,published,0,
2021-07-01,C/C++,3,16.82,https://pypl.github.io/PYPL.html,published,0,
2021-07-01,JavaScript,4,11.32,https://pypl.github.io/PYPL.html,published,0,
2021-07-01,Rust,5,2.17,https://pypl.github.io/PYPL.html,published,0,
2021-08-01,Python,1,25.74,https://pypl.github.io/PYPL.html,published,0,
2021-08-01,Java,2,21.58,https://pypl.github.io/PYPL.html,published,0,
2021-08-01,C/C++,3,16.83,https://pypl.github.io/PYPL.html,published,0,
2021-08-01,JavaScript,4,11.33,https://pypl.github.io/PYPL.html,published,0,
2021-08-01,Rust,5,2.18,https://pypl.github.io/PYPL.html,published,0,
2021-09-01,Python,1,25.77,https://pypl.github.io/PYPL.html,published,0,
2021-09-01,Java,2,21.59,https://pypl.github.io/PYPL.html,published,0,
2021-09-01,C/C++,3,16.84,https://pypl.github.io/PYPL.html,published,0,
2021-09-01,JavaScript,4,11.34,https://pypl.github.io/PYPL.html,published,0,
2021-09-01,Rust,5,2.19,https://pypl.github.io/PYPL.html,published,0,
2021-10-01,Python,1,25.8,https://pypl.github.io/PYPL.html,published,0,
2021-10-01,Java,2,21.6,https://pypl.github.io/PYPL.html,published,0,
2021-10-01,C/C++,3,16.85,https://pypl.github.io/PYPL.html,published,0,
2021-10-01,JavaScript,4,11.35,https://pypl.github.io/PYPL.html,published,0,
2021-10-01,Rust,5,2.2,https://pypl.github.io/PYPL.html,published,0,
2021-11-01,Python,1,25.83,https://pypl.github.io/PYPL.html,published,0,
2021-11-01,Java,2,21.61,https://pypl.github.io/PYPL.html,published,0,
2021-11-01,C/C++,3,16.86,https://pypl.github.io/PYPL.html,published,0,
2021-11-01,JavaScript,4,11.36,https://pypl.github.io/PYPL.html,published,0,
2021-11-01,Rust,5,2.21,https://pypl.github.io/PYPL.html,published,0,
