year,profile,rank,language,score,source_url,published_at,methodology_version
2025,trending,2,Java,0.67767248,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,3,C++,0.44579866,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,4,C,0.35011078,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,5,C#,0.34555339,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,6,TypeScript,0.31875026,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,7,JavaScript,0.27864739,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,8,Shell,0.26049668,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,9,SQL,0.24430173,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,10,PHP,0.22651165,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,11,Go,0.21510971,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,12,R,0.21111238,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,13,Dart,0.19199379,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,14,Kotlin,0.18997196,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,15,Rust,0.17627994,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,16,Swift,0.17426971,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,17,Ruby,0.17199139,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,18,Objective-C,0.14892327,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,19,Lua,0.13527432,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,20,Assembly,0.12387496,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,21,Perl,0.12286526,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,22,HTML,0.1111948,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,23,Matlab,0.10314535,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,24,Cuda,0.06316665,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,25,Solidity,0.06064259,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,26,SAS,0.02527327,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,27,Apex,0.02290659,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,28,Arduino,0.01938399,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,29,Haskell,0.01570242,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,30,Fortran,0.01405922,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,31,Scala,0.01240009,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,32,Julia,0.01058053,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,35,Visual Basic,0.00899208,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,36,LabView,0.00849129,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,37,Groovy,0.00817728,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,38,Prolog,0.00691245,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,39,Ocaml,0.00555234,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,40,WebAssembly,0.00552376,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,41,Mathematica,0.005487,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,42,Elixir,0.00462569,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,43,Cobol,0.0043798,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,44,Ada,0.0039997,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,45,Verilog,0.00392166,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,46,D,0.00385627,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,47,Raku,0.00265273,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,48,Lisp,0.00257596,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,49,TCL,0.00204957,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,50,Pascal,0.00171406,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,51,VHDL,0.00143103,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,52,Erlang,0.00135937,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,53,Clojure,0.00088185,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2024,spectrum,1,Python,1,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,2,Java,0.485474243,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,3,JavaScript,0.445058227,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,4,C++,0.37486649,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,5,TypeScript,0.249697007,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,6,SQL,0.225794624,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,7,C#,0.208928736,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,8,Go,0.205211826,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,9,C,0.198949661,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,10,HTML,0.181718849,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,11,Rust,0.150622013,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,12,Mathematica,0.12748338,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,13,PHP,0.119591744,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,14,Shell,0.117049128,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,15,Lua,0.104113675,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,16,SAS,0.08547258,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,17,Kotlin,0.065615424,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,18,Ruby,0.063230688,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,19,Dart,0.061474627,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,20,R,0.060401089,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,21,Swift,0.04947011,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,22,Scala,0.043493159,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,23,Solidity,0.018408303,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,24,Matlab,0.017725047,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,25,Perl,0.016664177,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,26,Groovy,0.014001973,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,27,Objective-C,0.0139961,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,28,Visual Basic,0.009459962,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,29,Apex,0.008676836,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,30,Arduino,0.006839156,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,31,Pascal,0.0065031,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,32,Julia,0.006258925,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,33,Assembly,0.006058395,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,34,ABAP,0.005929835,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,35,Elixir,0.005866795,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,36,Verilog,0.005505992,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,37,LabView,0.005217303,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,38,Haskell,0.004493424,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,39,Cobol,0.004112377,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,40,TCL,0.00399762,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,41,Cuda,0.0035441,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,42,Lisp,0.003290542,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,43,VHDL,0.003161107,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,44,Clojure,0.002944247,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,45,Fortran,0.002862367,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,46,Ocaml,0.002200734,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,47,WebAssembly,0.001590394,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,48,Erlang,0.001422572,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,49,CoffeeScript,0.001392689,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,50,Ada,0.001359575,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,51,D,0.001251311,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,52,F#,0.001043445,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,53,Scheme,0.000953869,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,54,Prolog,0.000848972,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,spectrum,55,Ladder Logic,0.000550605,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,jobs,1,SQL,1,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,jobs,2,Python,0.986302434,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
2024,jobs,3,Java,0.881325174,https://spectrum.ieee.org/top-programming-languages-2024,2024-08-22,ieee-2024-manual-8metrics
